ID,tweet,ingredients
1337330616891805697t,  And what do you think may be in that syringenot the Pfizer vaccine Im pretty sure no head of statedespite all the fanfare will be having that stuff pumped into their arms,1
1355185075860738048t,Im scared of that Johnson and Johnson vaccine Theyve had issues with some of their products in the past  ,0
1286023868243681281t,Oxford University and AstraZeneca Making Coronavirus Vaccine Using Cells From Aborted Babies    I thought it was illegal to purchase aborted baby partsnow in a vaccine near you,1
1407779294751907851t,  Question Why has no one taken a post vax blood test to see if in fact they are now immune if they now have B and T cells primed to detect and defeat covid Question Why did Pfizer tell everyone not to take a post vax bloodtissue test Question Whatever happened to follow ups,0
1372167405330436101t,Garbage vac and and do not want to use and take risk and not effective with Varian covid19  19ScienceAlert The AstraZeneca COVID19 Vaccine And Risk of Blood Clots What You Need to Know  via ,0
1364356590124421122t, Thats interesting because the Pfizer brief says recipients should not get their vaccine if they are allergic to any ingredients How would anyone know if they are allergic to any ingredients if the ingredients are hidden from them This veil of secrecy is incredibly negligent ,1
1316364747974029324t,who the FUCK made Johnson and Johnson responsible for the Covid vaccine  Did we forget that the baby powders they make gave people cancer ,0
1339996349064949767t,  Far worse symptoms than my husband  I had from the actual virus No thanks,0
1333436773062479872t,This might be touchy but the other day I was told You are getting your kid vaccinated Do you know what is in vaccines BABY CELLS OMG I CANT BELIEVE YOU PUMP YOUR KID WITH BABY CELLS DISGUSTING Okay Karen My baby my choice and I really dont give a fuck thanks,1
1431854375857795072t, Healthcare workers should be denied the prophylactic use of Ivermectin because if people knew the vaccine wasnt the only thing that can limit exposure risks they wont mask up and bow down to lord and savior Phizer Comirnaty,1
1393316445233238018t,    The SA study was a proper study with the involvement of Oxford and the Oxford people themselves say their vaccine has minimal effect against the SA variant This Birmingham thing is not even taken seriously by the UK government which today reduced the gap between doses,0
1374361381718302723t, You know lots of us work in clinical trial management and can see right through your lies about the safety of your vaccine And about how you cherry picked data We see right through you because we know You picked a fight with the NIH and youre gonna lose,0
1374457981669048328t, How do you know My objection to the vaccine is that it hasnt been around long enough and theres hysteria about it also it was developed using cell lines from murdered children,1
1424682019959840768t, So youre happier with viral genes rather than just a recipe To create this vaccine the Johnson  Johnson team took a harmless adenovirus  the viral vector  and replaced a small piece of its genetic instructions with coronavirus genes for the SARSCoV2 spike protein,1
1350209248467296256t,13 January 2021 CDC and Pfizer investigating death of Miami obstetrician who died two weeks after getting vaccine  Daily Mail Online  An indepth analysis at 605 2134 14012021 ,0
1237959591326920705t, Governments all over the world are only puppets Problem created by cabal corona Reaction people in fear and wants governments to do something to save them Solution Biometric face recognition martial law cashless society mandatory Vaccines,0
1250204826782158849t,   You forgot Gates owns a patent on Corona virus Gates had the mock pandemic conference using Corona virus months before the actual breakout of the virus Gates has been involved in the research and development of nano vaccine chips for the last couple of years ,1
1169052159268155392t, To inject or not inject their children should always be the parents choice You wouldnt inject a person with peanut oil if they have peanut allergy even if its a small amount its fatal to themvaccine ingredients do not have important safety studies to prove they are safe,1
1329193827379208192t,So THEY SAY But I remember thalidomide Pfizer and BioNTech say their vaccine is 95 effective and has passed safety checks ,1
1375787108917383169t,The French National Agency for the Safety of Medicines ANSM confirms AstraZeneca vaccine induced Prothrombotic Immune Thrombocytopenia VIPIT 9 cases out of 14 million vaccination 7 patients under 55 years and 2 patients over 55 years ,0
1374969445790187521t, Its not because we dodont know what was in the vaccine its because we dont trust people no more All of this is really strange and a lot doesnt make sense Ive always thought theres something we dont know Wont take my chances,1
1419967877197803520t,Pfizer is known to be in the business of making things swell As you know Viagra is their biggest product So if your arm swells after the Pfizer vaccine dont be scared You will be fine,0
1339268312723812356t,  There comes a point where we have to take destiny into our own hands Its irrelevant what BG Fauci or Pfizer etc want And if theres a decisive moment where you do that its when your kids are threatened You simply refuse this insanity,0
1336312285942476803t, PCR test based results dont count 95 false positives Inventor who died last year said they should never be used to identify viruses as they are useless for that 99 survival rate Under 70s are fine Ex Pfizer CEO states mass vaccination is lunacy Yet this makes sns,0
1375936489910059009t, The vaccine garantee nothing The vaccine is a piece of shit The vaccine garantee only the next medical doctors appointment and medical doctors slavery forever Thanks No ,0
1333491511246327810t,Kiss off MODERNA NO BILL GATESMay want a tracking chip inserted in your brain ,1
1375099678442815490t, I take real offence to this I for one cannot take the vaccine for health reasons Why should the like of us get discriminated against Jabbed or not you can still catch and transmit the virus,0
1340034088887963648t, You bet that spawn of Satan evil walking pile of  would do that so that his Moderna stock would go up Way back when I first heard he held stock in Moderna I knew that he was going to push their vaccine for his own benefit,0
1338963871927730176t,Citing Fatigue Pfizer CEO Quits  via  Are Pfizer Executives jumping off the vaccine train And when will they take their own evil potion Pfizer CEO Albert Bourla said yesterday that hell wait before hes punctured,1
1310281397144231937t,Bill Gates Donald Trump Anthony Fauci Rockefeller etc in the federal government are working with Moderna to get you microchipped by January 2021 with operation warp speed headed by Moderna scientist Moncef Slaoui whose associates like Robert Langer developed the chip w Bill ,1
1337675149672267776t,Funny how things allowed when it suits  Morally permissible for Catholics to accept Covid19 vaccine which uses aborted foetal cells ,1
1337308046293311488t, Mothers need to wake up quickly From UK government website regarding Pfizer vaccine Unknown impact on human milk and fertility ,0
